order_id,order_date,order_time,item_name,category,price
42,2023-01-01,5:28:09 PM,Mushroom Ravioli,Italian,15.5
42,2023-01-01,5:28:09 PM,Steak Burrito,Mexican,14.95
43,2023-01-01,5:38:34 PM,Hot Dog,American,9.0
43,2023-01-01,5:38:34 PM,Chicken Burrito,Mexican,12.95
43,2023-01-01,5:38:34 PM,Steak Burrito,Mexican,14.95
44,2023-01-01,5:54:20 PM,Shrimp Scampi,Italian,19.95
45,2023-01-01,5:55:48 PM,Spaghetti & Meatballs,Italian,17.95
45,2023-01-01,5:55:48 PM,Korean Beef Bowl,Asian,17.95
45,2023-01-01,5:55:48 PM,French Fries,American,7.0
46,2023-01-01,6:25:51 PM,Veggie Burger,American,10.5
46,2023-01-01,6:25:51 PM,Tofu Pad Thai,Asian,14.5
46,2023-01-01,6:25:51 PM,French Fries,American,7.0
47,2023-01-01,6:26:34 PM,Mac & Cheese,American,7.0
47,2023-01-01,6:26:34 PM,Eggplant Parmesan,Italian,16.95
48,2023-01-01,6:26:42 PM,Veggie Burger,American,10.5
48,2023-01-01,6:26:42 PM,Fettuccine Alfredo,Italian,14.5
48,2023-01-01,6:26:42 PM,Chicken Torta,Mexican,11.95
48,2023-01-01,6:26:42 PM,Chips & Salsa,Mexican,7.0
49,2023-01-01,6:33:00 PM,Steak Torta,Mexican,13.95
50,2023-01-01,6:41:01 PM,,,
51,2023-01-01,6:48:28 PM,Hamburger,American,12.95
51,2023-01-01,6:48:28 PM,Salmon Roll,Asian,14.95
52,2023-01-01,6:53:02 PM,Korean Beef Bowl,Asian,17.95
52,2023-01-01,6:53:02 PM,Mushroom Ravioli,Italian,15.5
52,2023-01-01,6:53:02 PM,Chips & Salsa,Mexican,7.0
53,2023-01-01,6:54:17 PM,Salmon Roll,Asian,14.95
53,2023-01-01,6:54:17 PM,Chips & Guacamole,Mexican,9.0
54,2023-01-01,7:01:45 PM,Chicken Torta,Mexican,11.95
54,2023-01-01,7:01:45 PM,French Fries,American,7.0
55,2023-01-01,7:03:19 PM,Steak Burrito,Mexican,14.95
55,2023-01-01,7:03:19 PM,Chips & Salsa,Mexican,7.0
56,2023-01-01,7:07:00 PM,Tofu Pad Thai,Asian,14.5
56,2023-01-01,7:07:00 PM,Cheese Lasagna,Italian,15.5
56,2023-01-01,7:07:00 PM,Mac & Cheese,American,7.0
57,2023-01-01,7:10:51 PM,Tofu Pad Thai,Asian,14.5
58,2023-01-01,7:30:40 PM,Spaghetti,Italian,14.5
58,2023-01-01,7:30:40 PM,Edamame,Asian,5.0
59,2023-01-01,7:40:08 PM,Meat Lasagna,Italian,17.95
59,2023-01-01,7:40:08 PM,Salmon Roll,Asian,14.95
59,2023-01-01,7:40:08 PM,Edamame,Asian,5.0
60,2023-01-01,8:05:16 PM,Veggie Burger,American,10.5
60,2023-01-01,8:05:16 PM,Spaghetti & Meatballs,Italian,17.95
61,2023-01-01,8:08:43 PM,Hamburger,American,12.95
61,2023-01-01,8:08:43 PM,Chicken Burrito,Mexican,12.95
62,2023-01-01,8:50:16 PM,Hamburger,American,12.95
62,2023-01-01,8:50:16 PM,Chips & Guacamole,Mexican,9.0
63,2023-01-01,8:51:42 PM,Salmon Roll,Asian,14.95
64,2023-01-01,8:52:08 PM,Orange Chicken,Asian,16.5
65,2023-01-01,9:16:00 PM,Salmon Roll,Asian,14.95
65,2023-01-01,9:16:00 PM,Steak Torta,Mexican,13.95
65,2023-01-01,9:16:00 PM,Chips & Salsa,Mexican,7.0
65,2023-01-01,9:16:00 PM,Chips & Guacamole,Mexican,9.0
66,2023-01-01,9:47:55 PM,Tofu Pad Thai,Asian,14.5
66,2023-01-01,9:47:55 PM,Pork Ramen,Asian,17.95
67,2023-01-01,10:03:40 PM,Mac & Cheese,American,7.0
68,2023-01-01,10:07:32 PM,Tofu Pad Thai,Asian,14.5
68,2023-01-01,10:07:32 PM,Chicken Burrito,Mexican,12.95
68,2023-01-01,10:07:32 PM,Chicken Burrito,Mexican,12.95
69,2023-01-01,10:12:13 PM,Hamburger,American,12.95
70,2023-01-02,11:38:51 AM,Meat Lasagna,Italian,17.95
70,2023-01-02,11:38:51 AM,Cheese Quesadillas,Mexican,10.5
71,2023-01-02,11:40:50 AM,French Fries,American,7.0
72,2023-01-02,11:57:25 AM,Chicken Parmesan,Italian,17.95
73,2023-01-02,11:58:56 AM,French Fries,American,7.0
74,2023-01-02,12:01:12 PM,Spaghetti,Italian,14.5
74,2023-01-02,12:01:12 PM,Mushroom Ravioli,Italian,15.5
74,2023-01-02,12:01:12 PM,Shrimp Scampi,Italian,19.95
74,2023-01-02,12:01:12 PM,Chips & Guacamole,Mexican,9.0
75,2023-01-02,12:10:15 PM,Chicken Burrito,Mexican,12.95
75,2023-01-02,12:10:15 PM,Cheese Lasagna,Italian,15.5
75,2023-01-02,12:10:15 PM,California Roll,Asian,11.95
76,2023-01-02,12:21:17 PM,Orange Chicken,Asian,16.5
76,2023-01-02,12:21:17 PM,Korean Beef Bowl,Asian,17.95
76,2023-01-02,12:21:17 PM,Meat Lasagna,Italian,17.95
76,2023-01-02,12:21:17 PM,Chips & Salsa,Mexican,7.0
77,2023-01-02,12:22:46 PM,Hamburger,American,12.95
77,2023-01-02,12:22:46 PM,Korean Beef Bowl,Asian,17.95
78,2023-01-02,12:28:14 PM,Orange Chicken,Asian,16.5
78,2023-01-02,12:28:14 PM,Tofu Pad Thai,Asian,14.5
78,2023-01-02,12:28:14 PM,Spaghetti & Meatballs,Italian,17.95
78,2023-01-02,12:28:14 PM,Pork Ramen,Asian,17.95
78,2023-01-02,12:28:14 PM,Chips & Salsa,Mexican,7.0
78,2023-01-02,12:28:14 PM,French Fries,American,7.0
79,2023-01-02,12:29:11 PM,Pork Ramen,Asian,17.95
79,2023-01-02,12:29:11 PM,Salmon Roll,Asian,14.95
79,2023-01-02,12:29:11 PM,French Fries,American,7.0
80,2023-01-02,12:35:38 PM,Edamame,Asian,5.0
80,2023-01-02,12:35:38 PM,French Fries,American,7.0
81,2023-01-02,12:40:01 PM,French Fries,American,7.0
82,2023-01-02,12:45:51 PM,Orange Chicken,Asian,16.5
82,2023-01-02,12:45:51 PM,Cheeseburger,American,13.95
82,2023-01-02,12:45:51 PM,Chips & Salsa,Mexican,7.0
82,2023-01-02,12:45:51 PM,Eggplant Parmesan,Italian,16.95
83,2023-01-02,12:53:27 PM,Mac & Cheese,American,7.0
84,2023-01-02,1:13:41 PM,Edamame,Asian,5.0
85,2023-01-02,1:34:49 PM,Tofu Pad Thai,Asian,14.5
85,2023-01-02,1:34:49 PM,Tofu Pad Thai,Asian,14.5
85,2023-01-02,1:34:49 PM,Chicken Burrito,Mexican,12.95
85,2023-01-02,1:34:49 PM,Potstickers,Asian,9.0
86,2023-01-02,1:40:31 PM,Korean Beef Bowl,Asian,17.95
87,2023-01-02,2:01:02 PM,Pork Ramen,Asian,17.95
87,2023-01-02,2:01:02 PM,Mushroom Ravioli,Italian,15.5
87,2023-01-02,2:01:02 PM,Chips & Guacamole,Mexican,9.0
87,2023-01-02,2:01:02 PM,Chips & Guacamole,Mexican,9.0
88,2023-01-02,2:10:08 PM,Spaghetti,Italian,14.5
89,2023-01-02,2:30:19 PM,Cheese Quesadillas,Mexican,10.5
89,2023-01-02,2:30:19 PM,French Fries,American,7.0
90,2023-01-02,3:08:48 PM,Steak Torta,Mexican,13.95
90,2023-01-02,3:08:48 PM,French Fries,American,7.0
91,2023-01-02,3:14:43 PM,Hamburger,American,12.95
91,2023-01-02,3:14:43 PM,Veggie Burger,American,10.5
91,2023-01-02,3:14:43 PM,Edamame,Asian,5.0
92,2023-01-02,3:17:02 PM,Hamburger,American,12.95
92,2023-01-02,3:17:02 PM,Chicken Burrito,Mexican,12.95
92,2023-01-02,3:17:02 PM,Chicken Burrito,Mexican,12.95
92,2023-01-02,3:17:02 PM,Meat Lasagna,Italian,17.95
92,2023-01-02,3:17:02 PM,Edamame,Asian,5.0
92,2023-01-02,3:17:02 PM,Steak Burrito,Mexican,14.95
92,2023-01-02,3:17:02 PM,Chicken Parmesan,Italian,17.95
92,2023-01-02,3:17:02 PM,Chips & Guacamole,Mexican,9.0
92,2023-01-02,3:17:02 PM,Potstickers,Asian,9.0
93,2023-01-02,3:29:31 PM,Steak Torta,Mexican,13.95
94,2023-01-02,4:17:16 PM,Pork Ramen,Asian,17.95
94,2023-01-02,4:17:16 PM,Mac & Cheese,American,7.0
95,2023-01-02,4:18:04 PM,California Roll,Asian,11.95
95,2023-01-02,4:18:04 PM,Steak Burrito,Mexican,14.95
96,2023-01-02,4:21:20 PM,California Roll,Asian,11.95
97,2023-01-02,4:45:33 PM,Orange Chicken,Asian,16.5
98,2023-01-02,5:18:18 PM,Tofu Pad Thai,Asian,14.5
98,2023-01-02,5:18:18 PM,California Roll,Asian,11.95
99,2023-01-02,5:45:42 PM,Chicken Burrito,Mexican,12.95
100,2023-01-02,5:46:17 PM,Korean Beef Bowl,Asian,17.95
101,2023-01-02,5:51:33 PM,Cheeseburger,American,13.95
101,2023-01-02,5:51:33 PM,Edamame,Asian,5.0
101,2023-01-02,5:51:33 PM,Cheese Quesadillas,Mexican,10.5
101,2023-01-02,5:51:33 PM,Chips & Salsa,Mexican,7.0
102,2023-01-02,5:54:04 PM,Hamburger,American,12.95
102,2023-01-02,5:54:04 PM,Chicken Torta,Mexican,11.95
103,2023-01-02,6:02:09 PM,Chips & Guacamole,Mexican,9.0
104,2023-01-02,6:02:12 PM,Hamburger,American,12.95
104,2023-01-02,6:02:12 PM,Hot Dog,American,9.0
104,2023-01-02,6:02:12 PM,Meat Lasagna,Italian,17.95
104,2023-01-02,6:02:12 PM,Eggplant Parmesan,Italian,16.95
105,2023-01-02,6:12:01 PM,Korean Beef Bowl,Asian,17.95
105,2023-01-02,6:12:01 PM,Edamame,Asian,5.0
105,2023-01-02,6:12:01 PM,Chicken Torta,Mexican,11.95
106,2023-01-02,6:12:13 PM,Mushroom Ravioli,Italian,15.5
106,2023-01-02,6:12:13 PM,Chips & Salsa,Mexican,7.0
107,2023-01-02,6:25:09 PM,Cheeseburger,American,13.95
107,2023-01-02,6:25:09 PM,Chicken Burrito,Mexican,12.95
107,2023-01-02,6:25:09 PM,Chips & Salsa,Mexican,7.0
107,2023-01-02,6:25:09 PM,Eggplant Parmesan,Italian,16.95
108,2023-01-02,6:25:25 PM,Tofu Pad Thai,Asian,14.5
108,2023-01-02,6:25:25 PM,Korean Beef Bowl,Asian,17.95
108,2023-01-02,6:25:25 PM,Chips & Guacamole,Mexican,9.0
109,2023-01-02,6:27:50 PM,Pork Ramen,Asian,17.95
109,2023-01-02,6:27:50 PM,Chicken Burrito,Mexican,12.95
109,2023-01-02,6:27:50 PM,Edamame,Asian,5.0
109,2023-01-02,6:27:50 PM,Chicken Torta,Mexican,11.95
110,2023-01-02,6:36:19 PM,Orange Chicken,Asian,16.5
110,2023-01-02,6:36:19 PM,California Roll,Asian,11.95
110,2023-01-02,6:36:19 PM,Cheese Quesadillas,Mexican,10.5
110,2023-01-02,6:36:19 PM,Chips & Salsa,Mexican,7.0
111,2023-01-02,6:38:01 PM,Cheeseburger,American,13.95
111,2023-01-02,6:38:01 PM,Spaghetti,Italian,14.5
111,2023-01-02,6:38:01 PM,Edamame,Asian,5.0
111,2023-01-02,6:38:01 PM,Shrimp Scampi,Italian,19.95
112,2023-01-02,6:41:40 PM,Edamame,Asian,5.0
113,2023-01-02,6:50:21 PM,Cheeseburger,American,13.95
113,2023-01-02,6:50:21 PM,Mushroom Ravioli,Italian,15.5
113,2023-01-02,6:50:21 PM,Mac & Cheese,American,7.0
114,2023-01-02,6:59:32 PM,Edamame,Asian,5.0
114,2023-01-02,6:59:32 PM,Steak Torta,Mexican,13.95
115,2023-01-02,7:05:17 PM,Orange Chicken,Asian,16.5
115,2023-01-02,7:05:17 PM,California Roll,Asian,11.95
115,2023-01-02,7:05:17 PM,French Fries,American,7.0
116,2023-01-02,7:18:49 PM,Spaghetti,Italian,14.5
117,2023-01-02,7:23:02 PM,Steak Burrito,Mexican,14.95
117,2023-01-02,7:23:02 PM,Steak Torta,Mexican,13.95
118,2023-01-02,7:26:59 PM,Chicken Torta,Mexican,11.95
118,2023-01-02,7:26:59 PM,Chicken Parmesan,Italian,17.95
119,2023-01-02,7:32:29 PM,Spaghetti & Meatballs,Italian,17.95
120,2023-01-02,7:35:07 PM,Tofu Pad Thai,Asian,14.5
120,2023-01-02,7:35:07 PM,Korean Beef Bowl,Asian,17.95
120,2023-01-02,7:35:07 PM,Chicken Parmesan,Italian,17.95
121,2023-01-02,7:38:48 PM,Hamburger,American,12.95
121,2023-01-02,7:38:48 PM,Spaghetti & Meatballs,Italian,17.95
121,2023-01-02,7:38:48 PM,Steak Torta,Mexican,13.95
121,2023-01-02,7:38:48 PM,Mac & Cheese,American,7.0
122,2023-01-02,7:50:19 PM,Chicken Burrito,Mexican,12.95
123,2023-01-02,8:12:09 PM,Pork Ramen,Asian,17.95
124,2023-01-02,8:12:34 PM,Hamburger,American,12.95
124,2023-01-02,8:12:34 PM,Steak Torta,Mexican,13.95
124,2023-01-02,8:12:34 PM,Chips & Salsa,Mexican,7.0
124,2023-01-02,8:12:34 PM,Potstickers,Asian,9.0
125,2023-01-02,8:31:06 PM,,,
126,2023-01-02,8:53:42 PM,Eggplant Parmesan,Italian,16.95
127,2023-01-02,8:58:23 PM,Edamame,Asian,5.0
128,2023-01-02,9:05:06 PM,Chips & Salsa,Mexican,7.0
129,2023-01-02,9:13:02 PM,Orange Chicken,Asian,16.5
129,2023-01-02,9:13:02 PM,Potstickers,Asian,9.0
130,2023-01-02,9:14:55 PM,Korean Beef Bowl,Asian,17.95
130,2023-01-02,9:14:55 PM,Pork Ramen,Asian,17.95
130,2023-01-02,9:14:55 PM,Mushroom Ravioli,Italian,15.5
130,2023-01-02,9:14:55 PM,Mac & Cheese,American,7.0
131,2023-01-02,9:33:10 PM,Veggie Burger,American,10.5
131,2023-01-02,9:33:10 PM,Spaghetti,Italian,14.5
131,2023-01-02,9:33:10 PM,Fettuccine Alfredo,Italian,14.5
131,2023-01-02,9:33:10 PM,Chips & Guacamole,Mexican,9.0
132,2023-01-02,9:42:45 PM,Edamame,Asian,5.0
133,2023-01-02,10:00:17 PM,Hamburger,American,12.95
133,2023-01-02,10:00:17 PM,Korean Beef Bowl,Asian,17.95
133,2023-01-02,10:00:17 PM,Potstickers,Asian,9.0
134,2023-01-02,10:13:24 PM,Orange Chicken,Asian,16.5
134,2023-01-02,10:13:24 PM,Mac & Cheese,American,7.0
134,2023-01-02,10:13:24 PM,Chips & Guacamole,Mexican,9.0
135,2023-01-02,10:29:34 PM,Eggplant Parmesan,Italian,16.95
136,2023-01-02,10:32:49 PM,Spaghetti,Italian,14.5
136,2023-01-02,10:32:49 PM,Steak Burrito,Mexican,14.95
137,2023-01-03,11:34:10 AM,Cheese Lasagna,Italian,15.5
137,2023-01-03,11:34:10 AM,Edamame,Asian,5.0
137,2023-01-03,11:34:10 AM,Chips & Salsa,Mexican,7.0
138,2023-01-03,11:44:50 AM,Cheeseburger,American,13.95
138,2023-01-03,11:44:50 AM,Spaghetti & Meatballs,Italian,17.95
138,2023-01-03,11:44:50 AM,Meat Lasagna,Italian,17.95
138,2023-01-03,11:44:50 AM,Steak Torta,Mexican,13.95
139,2023-01-03,11:57:39 AM,Spaghetti,Italian,14.5
140,2023-01-03,12:26:44 PM,Chicken Torta,Mexican,11.95
140,2023-01-03,12:26:44 PM,Eggplant Parmesan,Italian,16.95
141,2023-01-03,1:16:01 PM,Tofu Pad Thai,Asian,14.5
142,2023-01-03,1:33:59 PM,Fettuccine Alfredo,Italian,14.5
143,2023-01-03,1:41:36 PM,Cheeseburger,American,13.95
143,2023-01-03,1:41:36 PM,Tofu Pad Thai,Asian,14.5
143,2023-01-03,1:41:36 PM,Korean Beef Bowl,Asian,17.95
143,2023-01-03,1:41:36 PM,Mushroom Ravioli,Italian,15.5
143,2023-01-03,1:41:36 PM,Edamame,Asian,5.0
143,2023-01-03,1:41:36 PM,Chicken Torta,Mexican,11.95
143,2023-01-03,1:41:36 PM,French Fries,American,7.0
143,2023-01-03,1:41:36 PM,Eggplant Parmesan,Italian,16.95
144,2023-01-03,1:44:28 PM,Hamburger,American,12.95
144,2023-01-03,1:44:28 PM,Orange Chicken,Asian,16.5
144,2023-01-03,1:44:28 PM,Cheeseburger,American,13.95
144,2023-01-03,1:44:28 PM,Veggie Burger,American,10.5
144,2023-01-03,1:44:28 PM,Spaghetti,Italian,14.5
144,2023-01-03,1:44:28 PM,Spaghetti & Meatballs,Italian,17.95
144,2023-01-03,1:44:28 PM,Salmon Roll,Asian,14.95
144,2023-01-03,1:44:28 PM,Mac & Cheese,American,7.0
144,2023-01-03,1:44:28 PM,Mac & Cheese,American,7.0
144,2023-01-03,1:44:28 PM,Chips & Salsa,Mexican,7.0
144,2023-01-03,1:44:28 PM,French Fries,American,7.0
144,2023-01-03,1:44:28 PM,Eggplant Parmesan,Italian,16.95
145,2023-01-03,1:53:48 PM,Potstickers,Asian,9.0
146,2023-01-03,2:22:10 PM,Cheeseburger,American,13.95
146,2023-01-03,2:22:10 PM,Spaghetti & Meatballs,Italian,17.95
146,2023-01-03,2:22:10 PM,Korean Beef Bowl,Asian,17.95
147,2023-01-03,2:32:51 PM,,,
148,2023-01-03,2:40:42 PM,Cheese Lasagna,Italian,15.5
149,2023-01-03,2:48:45 PM,Chicken Parmesan,Italian,17.95
150,2023-01-03,2:49:58 PM,Edamame,Asian,5.0
151,2023-01-03,3:09:34 PM,Mac & Cheese,American,7.0
151,2023-01-03,3:09:34 PM,Chips & Guacamole,Mexican,9.0
152,2023-01-03,3:09:42 PM,Korean Beef Bowl,Asian,17.95
152,2023-01-03,3:09:42 PM,Chicken Parmesan,Italian,17.95
152,2023-01-03,3:09:42 PM,French Fries,American,7.0
152,2023-01-03,3:09:42 PM,Potstickers,Asian,9.0
153,2023-01-03,3:16:34 PM,Mushroom Ravioli,Italian,15.5
154,2023-01-03,3:22:43 PM,Chicken Torta,Mexican,11.95
155,2023-01-03,3:28:59 PM,Veggie Burger,American,10.5
155,2023-01-03,3:28:59 PM,California Roll,Asian,11.95
155,2023-01-03,3:28:59 PM,Edamame,Asian,5.0
155,2023-01-03,3:28:59 PM,Steak Burrito,Mexican,14.95
156,2023-01-03,3:42:19 PM,California Roll,Asian,11.95
156,2023-01-03,3:42:19 PM,French Fries,American,7.0
157,2023-01-03,3:43:03 PM,Chicken Burrito,Mexican,12.95
157,2023-01-03,3:43:03 PM,Cheese Lasagna,Italian,15.5
157,2023-01-03,3:43:03 PM,Steak Torta,Mexican,13.95
157,2023-01-03,3:43:03 PM,Shrimp Scampi,Italian,19.95
158,2023-01-03,3:54:30 PM,Meat Lasagna,Italian,17.95
158,2023-01-03,3:54:30 PM,French Fries,American,7.0
159,2023-01-03,3:59:22 PM,Spaghetti & Meatballs,Italian,17.95
159,2023-01-03,3:59:22 PM,French Fries,American,7.0
160,2023-01-03,4:35:33 PM,Tofu Pad Thai,Asian,14.5
161,2023-01-03,4:43:46 PM,Korean Beef Bowl,Asian,17.95
161,2023-01-03,4:43:46 PM,Chips & Salsa,Mexican,7.0
161,2023-01-03,4:43:46 PM,,,
162,2023-01-03,4:51:22 PM,Orange Chicken,Asian,16.5
163,2023-01-03,4:54:54 PM,Korean Beef Bowl,Asian,17.95
163,2023-01-03,4:54:54 PM,Edamame,Asian,5.0
163,2023-01-03,4:54:54 PM,Potstickers,Asian,9.0
164,2023-01-03,4:56:33 PM,Cheeseburger,American,13.95
164,2023-01-03,4:56:33 PM,Edamame,Asian,5.0
165,2023-01-03,4:57:37 PM,Chicken Torta,Mexican,11.95
166,2023-01-03,4:58:51 PM,Chicken Torta,Mexican,11.95
167,2023-01-03,5:00:49 PM,Hamburger,American,12.95
167,2023-01-03,5:00:49 PM,Chicken Burrito,Mexican,12.95
167,2023-01-03,5:00:49 PM,Edamame,Asian,5.0
168,2023-01-03,5:02:27 PM,Orange Chicken,Asian,16.5
168,2023-01-03,5:02:27 PM,Eggplant Parmesan,Italian,16.95
169,2023-01-03,5:15:48 PM,Spaghetti & Meatballs,Italian,17.95
169,2023-01-03,5:15:48 PM,Pork Ramen,Asian,17.95
169,2023-01-03,5:15:48 PM,Steak Torta,Mexican,13.95
170,2023-01-03,5:21:31 PM,Korean Beef Bowl,Asian,17.95
171,2023-01-03,5:23:03 PM,California Roll,Asian,11.95
172,2023-01-03,5:29:24 PM,California Roll,Asian,11.95
172,2023-01-03,5:29:24 PM,Chips & Guacamole,Mexican,9.0
172,2023-01-03,5:29:24 PM,French Fries,American,7.0
173,2023-01-03,5:35:30 PM,Cheeseburger,American,13.95
